,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl,Bacteroides vulgatus ATCC 8482_0.01.pkl,Lactococcus lactis subsp. lactis Il1403_0.01.pkl
L. lactis_gapfilled_64,,,,,"{'EX_cpd00023_e': 0.005954425002102761, 'EX_cpd00027_e': 0.04723189955470456, 'EX_cpd01171_e': 0.005954425001941967, 'EX_cpd00154_e': 0.04723189955468686, 'EX_cpd08306_e': 0.005954425002104213, 'EX_cpd00309_e': 0.005954425002104213, 'EX_cpd00540_e': 0.005954425002104213, 'EX_cpd11597_e': 0.005954425002104213, 'EX_cpd08305_e': 0.005954425002104213, 'EX_cpd00039_e': 0.005954425002104213, 'EX_cpd00011_e': 0.008299478262097922, 'EX_cpd00322_e': 0.0059544250019606055, 'EX_cpd00028_e': 0.0059544250019606055, 'EX_cpd00066_e': 0.0059544250019606055, 'EX_cpd01080_e': 0.0059544250019606055, 'EX_cpd00010_e': 0.0059544250019606055, 'EX_cpd00264_e': 0.0059544250019606055, 'EX_cpd00069_e': 0.0059544250019606055, 'EX_cpd00060_e': 0.0059544250019606055, 'EX_cpd00305_e': 0.0059544250019606055, 'EX_cpd00080_e': 0.0059544250020523715}"
L. lactis_gapfilled_65,,,,,"{'EX_cpd00023_e': 0.006045412377888774, 'EX_cpd00027_e': 0.047231899554687776, 'EX_cpd01171_e': 0.006045412377484185, 'EX_cpd00154_e': 0.047231899554688525, 'EX_cpd08306_e': 0.0060454123774438305, 'EX_cpd00309_e': 0.0060454123774438305, 'EX_cpd00540_e': 0.0060454123774438305, 'EX_cpd11597_e': 0.0060454123774438305, 'EX_cpd08305_e': 0.0060454123774438305, 'EX_cpd00039_e': 0.0060454123774438305, 'EX_cpd00011_e': 0.008454934068184653, 'EX_cpd00322_e': 0.006045412377498878, 'EX_cpd00028_e': 0.006045412377498878, 'EX_cpd00066_e': 0.006045412377498878, 'EX_cpd01080_e': 0.006045412377498878, 'EX_cpd00010_e': 0.006045412377498878, 'EX_cpd00264_e': 0.006045412377498878, 'EX_cpd00069_e': 0.006045412377498878, 'EX_cpd00060_e': 0.006045412377498878, 'EX_cpd00305_e': 0.006045412377498878, 'EX_cpd00080_e': 0.006045412377465251}"
L. lactis_gapfilled_66,,,,,"{'EX_cpd00023_e': 0.002983223698861754, 'EX_cpd00027_e': 0.041507215853544034, 'EX_cpd01171_e': 0.0029832237002392083, 'EX_cpd00154_e': 0.04150721585152504, 'EX_cpd08306_e': 0.002983223700225576, 'EX_cpd00309_e': 0.0030361070368779886, 'EX_cpd00540_e': 0.0029832237002749796, 'EX_cpd11597_e': 0.0029832237002749796, 'EX_cpd08305_e': 0.0029832237002749796, 'EX_cpd00039_e': 0.0029832237002749796, 'EX_cpd00011_e': 0.003094596435184149, 'EX_cpd00322_e': 0.002983223700246161, 'EX_cpd00028_e': 0.002983223700246161, 'EX_cpd00066_e': 0.002983223700246161, 'EX_cpd01080_e': 0.002983223700246161, 'EX_cpd00010_e': 0.002983223700246161, 'EX_cpd00264_e': 0.002983223700246161, 'EX_cpd00069_e': 0.002983223700246161, 'EX_cpd00060_e': 0.002983223700246161, 'EX_cpd00305_e': 0.002983223700246161, 'EX_cpd00080_e': 0.0029832237002654144}"
L. lactis_gapfilled_67,,,,,"{'EX_cpd00023_e': 0.006257753145248876, 'EX_cpd00027_e': 0.04150721585100195, 'EX_cpd01171_e': 0.00625776207626248, 'EX_cpd00154_e': 0.0415072158503178, 'EX_cpd08306_e': 0.006257753145161807, 'EX_cpd00309_e': 0.041507215851299704, 'EX_cpd00540_e': 0.00625775314394238, 'EX_cpd11597_e': 0.00625775314394238, 'EX_cpd08305_e': 0.00625775314394238, 'EX_cpd00039_e': 0.00625775314394238, 'EX_cpd00011_e': 0.008762292104209273, 'EX_cpd00322_e': 0.006257753145071788, 'EX_cpd00028_e': 0.006257753145071788, 'EX_cpd00066_e': 0.006257753145071788, 'EX_cpd01080_e': 0.006257753145071788, 'EX_cpd00010_e': 0.006257753145071788, 'EX_cpd00264_e': 0.006257753145071788, 'EX_cpd00069_e': 0.006257753145071788, 'EX_cpd00060_e': 0.006257753145071788, 'EX_cpd00305_e': 0.006257753145071788, 'EX_cpd00080_e': 0.006257753145136966}"
L. lactis_gapfilled_68,,,,,"{'EX_cpd00023_e': 0.0029548116008633893, 'EX_cpd00027_e': 0.04150721585329849, 'EX_cpd01171_e': 0.002954811600483747, 'EX_cpd00154_e': 0.04150721585105727, 'EX_cpd08306_e': 0.00295481160071888, 'EX_cpd00309_e': 0.003007497012780073, 'EX_cpd00540_e': 0.0029548116007039596, 'EX_cpd11597_e': 0.0029548116007039596, 'EX_cpd08305_e': 0.0029548116007039596, 'EX_cpd00039_e': 0.0029548116007039596, 'EX_cpd00011_e': 0.0030657008236815546, 'EX_cpd00322_e': 0.00295481160072336, 'EX_cpd00028_e': 0.00295481160072336, 'EX_cpd00066_e': 0.00295481160072336, 'EX_cpd01080_e': 0.00295481160072336, 'EX_cpd00010_e': 0.00295481160072336, 'EX_cpd00264_e': 0.00295481160072336, 'EX_cpd00069_e': 0.00295481160072336, 'EX_cpd00060_e': 0.00295481160072336, 'EX_cpd00305_e': 0.00295481160072336, 'EX_cpd00080_e': 0.0029548116020301505}"
L. lactis_gapfilled_69,,,,,"{'EX_cpd00023_e': 0.0059544250020861665, 'EX_cpd00027_e': 0.047231899554672115, 'EX_cpd01171_e': 0.005954425002021841, 'EX_cpd00154_e': 0.047231899554690426, 'EX_cpd08306_e': 0.005954425002066585, 'EX_cpd00309_e': 0.005954425002066585, 'EX_cpd00540_e': 0.005954425002066585, 'EX_cpd11597_e': 0.005954425002066585, 'EX_cpd08305_e': 0.005954425002066585, 'EX_cpd00039_e': 0.005954425002066585, 'EX_cpd00011_e': 0.008299478261966387, 'EX_cpd00322_e': 0.005954425002030447, 'EX_cpd00028_e': 0.005954425002030447, 'EX_cpd00066_e': 0.005954425002030447, 'EX_cpd01080_e': 0.005954425002030447, 'EX_cpd00010_e': 0.005954425002030447, 'EX_cpd00264_e': 0.005954425002030447, 'EX_cpd00069_e': 0.005954425002030447, 'EX_cpd00060_e': 0.005954425002030447, 'EX_cpd00305_e': 0.005954425002030447, 'EX_cpd00080_e': 0.005954425002218266}"
L. lactis_gapfilled_70,,,,,"{'EX_cpd00023_e': 0.005884615393597187, 'EX_cpd00027_e': 0.04150721585101462, 'EX_cpd01171_e': 0.005884615393627357, 'EX_cpd00154_e': 0.04150721585105945, 'EX_cpd08306_e': 0.0058846153936286455, 'EX_cpd00309_e': 0.0058846153936286455, 'EX_cpd00540_e': 0.0058846153936286455, 'EX_cpd11597_e': 0.0058846153936286455, 'EX_cpd08305_e': 0.0058846153936286455, 'EX_cpd00039_e': 0.0058846153936286455, 'EX_cpd00011_e': 0.00818443709583987, 'EX_cpd00322_e': 0.005884615393599399, 'EX_cpd00028_e': 0.005884615393599399, 'EX_cpd00066_e': 0.005884615393599399, 'EX_cpd01080_e': 0.005884615393599399, 'EX_cpd00010_e': 0.005884615393599399, 'EX_cpd00264_e': 0.005884615393599399, 'EX_cpd00069_e': 0.005884615393599399, 'EX_cpd00060_e': 0.005884615393232336, 'EX_cpd00305_e': 0.005884615393599399, 'EX_cpd00080_e': 0.005884615393626849}"
L. lactis_gapfilled_71,,,,,"{'EX_cpd00023_e': 0.024397579126907112, 'EX_cpd00027_e': 0.041507215851015807, 'EX_cpd01171_e': 0.024397579127001242, 'EX_cpd00154_e': 0.04150721585092462, 'EX_cpd08306_e': 0.024397579127123422, 'EX_cpd00309_e': 0.04150721585100762, 'EX_cpd00540_e': 0.024397579127156333, 'EX_cpd11597_e': 0.02439757912720021, 'EX_cpd08305_e': 0.02439757912720021, 'EX_cpd00039_e': 0.02439757912720021, 'EX_cpd00011_e': 0.02439757912720021, 'EX_cpd00322_e': 0.02439757912720021, 'EX_cpd00028_e': 0.02439757912720021, 'EX_cpd00066_e': 0.02439757912720021, 'EX_cpd01080_e': 0.02439757912720021, 'EX_cpd00010_e': 0.02439757912720021, 'EX_cpd00264_e': 0.02439757912720021, 'EX_cpd00069_e': 0.02439757912720021, 'EX_cpd00060_e': 0.02439757912720021, 'EX_cpd00305_e': 0.02439757912720021, 'EX_cpd00080_e': 0.024397579127508298}"
L. lactis_gapfilled_72,,,,,"{'EX_cpd00023_e': 0.04150721584922853, 'EX_cpd00027_e': 0.041507215851101974, 'EX_cpd01171_e': 0.04150721585111705, 'EX_cpd00154_e': 0.04150721585109071, 'EX_cpd08306_e': 0.041507215851034646, 'EX_cpd00309_e': 0.04150721585083128, 'EX_cpd00540_e': 0.04150721585091124, 'EX_cpd11597_e': 0.04150721585091124, 'EX_cpd08305_e': 0.04150721585091124, 'EX_cpd00039_e': 0.04150721585091124, 'EX_cpd00011_e': 0.04150721585091124, 'EX_cpd00322_e': 0.04150721585091124, 'EX_cpd00028_e': 0.04150721585091124, 'EX_cpd00066_e': 0.04150721585091124, 'EX_cpd01080_e': 0.04150721585091124, 'EX_cpd00010_e': 0.04150721585091124, 'EX_cpd00264_e': 0.04150721585091124, 'EX_cpd00069_e': 0.04150721585091124, 'EX_cpd00060_e': 0.04150721585091124, 'EX_cpd00305_e': 0.04150721585091124, 'EX_cpd00080_e': 0.04150721585109245}"
L. lactis_gapfilled_73,,,,,"{'EX_cpd00023_e': 0.006257753141611208, 'EX_cpd00027_e': 0.0415072158504912, 'EX_cpd01171_e': 0.006257753144753823, 'EX_cpd00154_e': 0.041507215851215924, 'EX_cpd08306_e': 0.0062577531450899795, 'EX_cpd00309_e': 0.041507215849913, 'EX_cpd00540_e': 0.006257753146512567, 'EX_cpd11597_e': 0.006257753146512567, 'EX_cpd08305_e': 0.006257753146512567, 'EX_cpd00039_e': 0.006257753146512567, 'EX_cpd00011_e': 0.008762292108337665, 'EX_cpd00322_e': 0.0062577510344069154, 'EX_cpd00028_e': 0.0062577510344069154, 'EX_cpd00066_e': 0.0062577510344069154, 'EX_cpd01080_e': 0.0062577510344069154, 'EX_cpd00010_e': 0.0062577510344069154, 'EX_cpd00264_e': 0.0062577510344069154, 'EX_cpd00069_e': 0.0062577510344069154, 'EX_cpd00060_e': 0.006257751050450095, 'EX_cpd00305_e': 0.0062577510344069154, 'EX_cpd00080_e': 0.006257753145237183}"
L. lactis_gapfilled_74,,,,,"{'EX_cpd00023_e': 0.006353439437814714, 'EX_cpd00027_e': 0.04150721585107064, 'EX_cpd01171_e': 0.006353439437945145, 'EX_cpd00154_e': 0.04150721585103479, 'EX_cpd08306_e': 0.006353439437229094, 'EX_cpd00309_e': 0.041507215850605975, 'EX_cpd00540_e': 0.006353439437138455, 'EX_cpd11597_e': 0.006353439437116924, 'EX_cpd08305_e': 0.006353439437116924, 'EX_cpd00039_e': 0.006353439437116924, 'EX_cpd00011_e': 0.008923375627990046, 'EX_cpd00322_e': 0.006353439437366353, 'EX_cpd00028_e': 0.006353439436871229, 'EX_cpd00066_e': 0.006353439437366353, 'EX_cpd01080_e': 0.006353439437366353, 'EX_cpd00010_e': 0.006353439437366353, 'EX_cpd00264_e': 0.006353439437366353, 'EX_cpd00069_e': 0.006353439437366353, 'EX_cpd00060_e': 0.006353439437366353, 'EX_cpd00305_e': 0.006353439437366353, 'EX_cpd00080_e': 0.006353439437155057}"
L. lactis_gapfilled_75,,,,,"{'EX_cpd00023_e': 0.04150721588445703, 'EX_cpd00027_e': 0.041507215851001984, 'EX_cpd01171_e': 0.041507215851001984, 'EX_cpd00154_e': 0.041507215851001984, 'EX_cpd08306_e': 0.041507215851001984, 'EX_cpd00309_e': 0.041507215851001984, 'EX_cpd00540_e': 0.041507215851001984, 'EX_cpd11597_e': 0.041507215851001984, 'EX_cpd08305_e': 0.041507215851001984, 'EX_cpd00039_e': 0.041507215851001984, 'EX_cpd00011_e': 0.041507215851001984, 'EX_cpd00322_e': 0.041507215851001984, 'EX_cpd00028_e': 0.041507215851001984, 'EX_cpd00066_e': 0.041507215851001984, 'EX_cpd01080_e': 0.041507215851001984, 'EX_cpd00010_e': 0.041507215851001984, 'EX_cpd00264_e': 0.041507215851001984, 'EX_cpd00069_e': 0.041507215851001984, 'EX_cpd00060_e': 0.041507215851001984, 'EX_cpd00305_e': 0.041507215851001984, 'EX_cpd00080_e': 0.041507215851001984}"
L. lactis_gapfilled_76,,,,,"{'EX_cpd00023_e': 0.00595558393319444, 'EX_cpd00027_e': 0.047231899554687776, 'EX_cpd01171_e': 0.005955583933102903, 'EX_cpd00154_e': 0.04723189955328145, 'EX_cpd08306_e': 0.005955583933121344, 'EX_cpd00309_e': 0.005955583933121344, 'EX_cpd00540_e': 0.005955583933121344, 'EX_cpd11597_e': 0.005955583933121344, 'EX_cpd08305_e': 0.005955583933121344, 'EX_cpd00039_e': 0.005955583933121344, 'EX_cpd00011_e': 0.008301804227122261, 'EX_cpd00322_e': 0.0059555839331216125, 'EX_cpd00028_e': 0.0059555839331216125, 'EX_cpd00066_e': 0.0059555839331216125, 'EX_cpd01080_e': 0.0059555839331216125, 'EX_cpd00010_e': 0.0059555839331216125, 'EX_cpd00264_e': 0.0059555839331216125, 'EX_cpd00069_e': 0.0059555839331216125, 'EX_cpd00060_e': 0.0059555839331216125, 'EX_cpd00305_e': 0.0059555839331216125, 'EX_cpd00080_e': 0.005955583933126984}"
L. lactis_gapfilled_77,,,,,"{'EX_cpd00023_e': 0.006352199631624956, 'EX_cpd00027_e': 0.04150721585108227, 'EX_cpd01171_e': 0.006352199629418879, 'EX_cpd00154_e': 0.04150721585016682, 'EX_cpd08306_e': 0.006352199629508541, 'EX_cpd00309_e': 0.04150721585121557, 'EX_cpd00540_e': 0.006352199629437483, 'EX_cpd11597_e': 0.006352199629437483, 'EX_cpd08305_e': 0.006352199629437483, 'EX_cpd00039_e': 0.006352199629437483, 'EX_cpd00011_e': 0.008920914077627856, 'EX_cpd00322_e': 0.006352199629442475, 'EX_cpd00028_e': 0.006352199629392103, 'EX_cpd00066_e': 0.006352199629442475, 'EX_cpd01080_e': 0.006352199629442475, 'EX_cpd00010_e': 0.006352199629442475, 'EX_cpd00264_e': 0.006352199629442475, 'EX_cpd00069_e': 0.006352199629442475, 'EX_cpd00060_e': 0.006352199629442475, 'EX_cpd00305_e': 0.006352199629442475, 'EX_cpd00080_e': 0.006352199629358888}"
L. lactis_gapfilled_78,,,,,"{'EX_cpd00023_e': 0.0029832237002371175, 'EX_cpd00027_e': 0.04150721585102658, 'EX_cpd01171_e': 0.0029832237706391485, 'EX_cpd00154_e': 0.041507215851576365, 'EX_cpd08306_e': 0.002983223700062325, 'EX_cpd00309_e': 0.0030361070368512904, 'EX_cpd00540_e': 0.0029832237002172346, 'EX_cpd11597_e': 0.0029832237002172346, 'EX_cpd08305_e': 0.0029832237002172346, 'EX_cpd00039_e': 0.0029832237002172346, 'EX_cpd00011_e': 0.0030945964351907565, 'EX_cpd00322_e': 0.0029832237002181193, 'EX_cpd00028_e': 0.0029832237002181193, 'EX_cpd00066_e': 0.0029832237002181193, 'EX_cpd01080_e': 0.0029832237002181193, 'EX_cpd00010_e': 0.0029832237002181193, 'EX_cpd00264_e': 0.0029832237002181193, 'EX_cpd00069_e': 0.0029832237002181193, 'EX_cpd00060_e': 0.0029832237002181193, 'EX_cpd00305_e': 0.0029832237002181193, 'EX_cpd00080_e': 0.0029832237002162232}"
L. lactis_gapfilled_79,,,,,"{'EX_cpd00023_e': 0.006257753145136457, 'EX_cpd00027_e': 0.04150721585178003, 'EX_cpd01171_e': 0.006257753145120803, 'EX_cpd00154_e': 0.041507215850997016, 'EX_cpd08306_e': 0.006257753165686414, 'EX_cpd00309_e': 0.04150721585100199, 'EX_cpd00540_e': 0.006257753145207451, 'EX_cpd11597_e': 0.006257753145207451, 'EX_cpd08305_e': 0.006257753145207451, 'EX_cpd00039_e': 0.006257753145207451, 'EX_cpd00011_e': 0.008762292104329933, 'EX_cpd00322_e': 0.006257753145127537, 'EX_cpd00028_e': 0.006257753145127537, 'EX_cpd00066_e': 0.006257753145127537, 'EX_cpd01080_e': 0.006257753145127537, 'EX_cpd00010_e': 0.006257753145127537, 'EX_cpd00264_e': 0.006257753145127537, 'EX_cpd00069_e': 0.006257753145127537, 'EX_cpd00060_e': 0.006257753145127537, 'EX_cpd00305_e': 0.006257753145127537, 'EX_cpd00080_e': 0.006257753145328975}"
L. lactis_gapfilled_80,,,,,"{'EX_cpd00023_e': 0.005884615393783438, 'EX_cpd00027_e': 0.04150721585100161, 'EX_cpd01171_e': 0.005884615393633279, 'EX_cpd00154_e': 0.04150721585100205, 'EX_cpd08306_e': 0.005884615393626945, 'EX_cpd00309_e': 0.005884615393626945, 'EX_cpd00540_e': 0.005884615393626945, 'EX_cpd11597_e': 0.005884615393626945, 'EX_cpd08305_e': 0.005884615393626945, 'EX_cpd00039_e': 0.005884615393626945, 'EX_cpd00011_e': 0.008184437095847562, 'EX_cpd00322_e': 0.005884615393599156, 'EX_cpd00028_e': 0.005884615393599156, 'EX_cpd00066_e': 0.005884615393599156, 'EX_cpd01080_e': 0.005884615393599156, 'EX_cpd00010_e': 0.005884615393599156, 'EX_cpd00264_e': 0.005884615393599156, 'EX_cpd00069_e': 0.005884615393599156, 'EX_cpd00060_e': 0.005884615393599156, 'EX_cpd00305_e': 0.005884615393599156, 'EX_cpd00080_e': 0.00588461539360587}"
L. lactis_gapfilled_81,,,,,"{'EX_cpd00023_e': 0.006257753145184511, 'EX_cpd00027_e': 0.041507215851553966, 'EX_cpd01171_e': 0.00625775314511949, 'EX_cpd00154_e': 0.041507215851107886, 'EX_cpd08306_e': 0.006257753145613935, 'EX_cpd00309_e': 0.04150721585105783, 'EX_cpd00540_e': 0.0062577531416489725, 'EX_cpd11597_e': 0.006257753145975405, 'EX_cpd08305_e': 0.006257753145975405, 'EX_cpd00039_e': 0.006257753145975405, 'EX_cpd00011_e': 0.008762292101949357, 'EX_cpd00322_e': 0.006257753144954608, 'EX_cpd00028_e': 0.006257753144954608, 'EX_cpd00066_e': 0.006257753144954608, 'EX_cpd01080_e': 0.006257753144954608, 'EX_cpd00010_e': 0.006257753144954608, 'EX_cpd00264_e': 0.006257753144954608, 'EX_cpd00069_e': 0.006257753144954608, 'EX_cpd00060_e': 0.006257753144954608, 'EX_cpd00305_e': 0.006257753144954608, 'EX_cpd00080_e': 0.0062577531451278815}"
L. lactis_gapfilled_82,,,,,"{'EX_cpd00023_e': 0.006246956232644479, 'EX_cpd00027_e': 0.041507215850813066, 'EX_cpd01171_e': 0.006246956232020367, 'EX_cpd00154_e': 0.04150721585102292, 'EX_cpd08306_e': 0.006246956232565515, 'EX_cpd00309_e': 0.04150721585108626, 'EX_cpd00540_e': 0.006246956232432461, 'EX_cpd11597_e': 0.006246956232432461, 'EX_cpd08305_e': 0.006246956232432461, 'EX_cpd00039_e': 0.006246956232432461, 'EX_cpd00011_e': 0.0087512382651797, 'EX_cpd00322_e': 0.006246956232613085, 'EX_cpd00028_e': 0.006246956232613085, 'EX_cpd00066_e': 0.006246956232613085, 'EX_cpd01080_e': 0.006246956232613085, 'EX_cpd00010_e': 0.006246956232613085, 'EX_cpd00264_e': 0.006246956232613085, 'EX_cpd00069_e': 0.006246956232613085, 'EX_cpd00060_e': 0.006246956232613085, 'EX_cpd00305_e': 0.006246956232613085, 'EX_cpd00080_e': 0.0062469562318340065}"
L. lactis_gapfilled_83,,,,,"{'EX_cpd00023_e': 0.023110852146818756, 'EX_cpd00027_e': 0.04150721585052646, 'EX_cpd01171_e': 0.023110852146383067, 'EX_cpd00154_e': 0.0415072158512008, 'EX_cpd08306_e': 0.023110852146766937, 'EX_cpd00309_e': 0.02311085214651997, 'EX_cpd00540_e': 0.023110852146766937, 'EX_cpd11597_e': 0.023110852146766937, 'EX_cpd08305_e': 0.023110852146766937, 'EX_cpd00039_e': 0.023110852146766937, 'EX_cpd00011_e': 0.023110852146766937, 'EX_cpd00322_e': 0.023110852146766937, 'EX_cpd00028_e': 0.023110852146766937, 'EX_cpd00066_e': 0.023110852146766937, 'EX_cpd01080_e': 0.023110852146766937, 'EX_cpd00010_e': 0.023110852146766937, 'EX_cpd00264_e': 0.023110852146766937, 'EX_cpd00069_e': 0.023110852146766937, 'EX_cpd00060_e': 0.02311085214674815, 'EX_cpd00305_e': 0.023110852146766937, 'EX_cpd00080_e': 0.023110852145842336}"
L. lactis_gapfilled_84,,,,,"{'EX_cpd00023_e': 0.023652428571819505, 'EX_cpd00027_e': 0.04150721585100112, 'EX_cpd01171_e': 0.023652428571741064, 'EX_cpd00154_e': 0.04150721585097604, 'EX_cpd08306_e': 0.023652428572448845, 'EX_cpd00309_e': 0.04150721585097965, 'EX_cpd00540_e': 0.023652428572683445, 'EX_cpd11597_e': 0.023652428572683445, 'EX_cpd08305_e': 0.023652428572683445, 'EX_cpd00039_e': 0.023652428572683445, 'EX_cpd00011_e': 0.023652428572683445, 'EX_cpd00322_e': 0.023652428572683445, 'EX_cpd00028_e': 0.023652428572683445, 'EX_cpd00066_e': 0.023652428572683445, 'EX_cpd01080_e': 0.023652428572683445, 'EX_cpd00010_e': 0.023652428572683445, 'EX_cpd00264_e': 0.023652428572683445, 'EX_cpd00069_e': 0.023652428572683445, 'EX_cpd00060_e': 0.023652428572691384, 'EX_cpd00305_e': 0.023652428572683445, 'EX_cpd00080_e': 0.023652428571553995}"
L. lactis_gapfilled_85,,,,,"{'EX_cpd00023_e': 0.005954425002088972, 'EX_cpd00027_e': 0.04723189955468774, 'EX_cpd01171_e': 0.005954425029540228, 'EX_cpd00154_e': 0.0472318995546898, 'EX_cpd08306_e': 0.005954425002065496, 'EX_cpd00309_e': 0.005954425002065496, 'EX_cpd00540_e': 0.005954425002065496, 'EX_cpd11597_e': 0.005954425002065496, 'EX_cpd08305_e': 0.005954425002065496, 'EX_cpd00039_e': 0.005954425002065496, 'EX_cpd00011_e': 0.008299478262329822, 'EX_cpd00322_e': 0.005954425002397664, 'EX_cpd00028_e': 0.005954425002397664, 'EX_cpd00066_e': 0.005954425002397664, 'EX_cpd01080_e': 0.005954425002397664, 'EX_cpd00010_e': 0.005954425002397664, 'EX_cpd00264_e': 0.005954425002397664, 'EX_cpd00069_e': 0.005954425002397664, 'EX_cpd00060_e': 0.005954425002397664, 'EX_cpd00305_e': 0.005954425002397664, 'EX_cpd00080_e': 0.0059544250021128994}"
L. lactis_gapfilled_86,,,,,"{'EX_cpd00023_e': 0.04723189955468776, 'EX_cpd00027_e': 0.04723189955771417, 'EX_cpd01171_e': 0.047231899554687554, 'EX_cpd00154_e': 0.047231899554687554, 'EX_cpd08306_e': 0.047231899554687554, 'EX_cpd00309_e': 0.047231899554687554, 'EX_cpd00540_e': 0.047231899554687554, 'EX_cpd11597_e': 0.047231899554687554, 'EX_cpd08305_e': 0.047231899554687554, 'EX_cpd00039_e': 0.047231899554687554, 'EX_cpd00011_e': 0.047231899554687554, 'EX_cpd00322_e': 0.051591708669113036, 'EX_cpd00028_e': 0.047231899554687554, 'EX_cpd00066_e': 0.047231899554687554, 'EX_cpd01080_e': 0.047231899554687554, 'EX_cpd00010_e': 0.047231899554687554, 'EX_cpd00264_e': 0.04723189955468747, 'EX_cpd00069_e': 0.047231899554687554, 'EX_cpd00060_e': 0.047231899554687554, 'EX_cpd00305_e': 0.04723189955468747, 'EX_cpd00080_e': 0.0472318995546878}"
L. lactis_gapfilled_87,,,,,"{'EX_cpd00023_e': 0.006248155294104004, 'EX_cpd00027_e': 0.041507215850667314, 'EX_cpd01171_e': 0.006248155294260574, 'EX_cpd00154_e': 0.04150721585098154, 'EX_cpd08306_e': 0.006248155294394783, 'EX_cpd00309_e': 0.04150721585016702, 'EX_cpd00540_e': 0.006248155294313287, 'EX_cpd11597_e': 0.006248155294313287, 'EX_cpd08305_e': 0.006248155294313287, 'EX_cpd00039_e': 0.006248155294313287, 'EX_cpd00011_e': 0.008753607056414148, 'EX_cpd00322_e': 0.006248155294646332, 'EX_cpd00028_e': 0.006248155294646332, 'EX_cpd00066_e': 0.006248155294646332, 'EX_cpd01080_e': 0.006248155294646332, 'EX_cpd00010_e': 0.006248155294646332, 'EX_cpd00264_e': 0.006248155294646332, 'EX_cpd00069_e': 0.006248155294646332, 'EX_cpd00060_e': 0.006248155294646332, 'EX_cpd00305_e': 0.006248155294646332, 'EX_cpd00080_e': 0.0062481553097872775}"
L. lactis_gapfilled_88,,,,,"{'EX_cpd00023_e': 0.041507215850218084, 'EX_cpd00027_e': 0.04150721585100199, 'EX_cpd01171_e': 0.04150721585100199, 'EX_cpd00154_e': 0.04150721585100199, 'EX_cpd08306_e': 0.04150721585100199, 'EX_cpd00309_e': 0.04150721585100199, 'EX_cpd00540_e': 0.04150721585100199, 'EX_cpd11597_e': 0.04150721585100199, 'EX_cpd08305_e': 0.04150721585100199, 'EX_cpd00039_e': 0.04150721585100199, 'EX_cpd00011_e': 0.04150721585100199, 'EX_cpd00322_e': 0.04150721585100199, 'EX_cpd00028_e': 0.04150721585100199, 'EX_cpd00066_e': 0.04150721585100199, 'EX_cpd01080_e': 0.04150721585100199, 'EX_cpd00010_e': 0.04150721585100199, 'EX_cpd00264_e': 0.04150721585100199, 'EX_cpd00069_e': 0.04150721585100199, 'EX_cpd00060_e': 0.04150721585100199, 'EX_cpd00305_e': 0.04150721585100199, 'EX_cpd00080_e': 0.04150721585100199}"
L. lactis_gapfilled_89,,,,,"{'EX_cpd00023_e': 0.023996715994483143, 'EX_cpd00027_e': 0.047231899554687776, 'EX_cpd01171_e': 0.02399671599426421, 'EX_cpd00154_e': 0.047231899554880954, 'EX_cpd08306_e': 0.02399671599451699, 'EX_cpd00309_e': 0.047231899554687776, 'EX_cpd00540_e': 0.023996715995835187, 'EX_cpd11597_e': 0.023996715995835187, 'EX_cpd08305_e': 0.023996715995835187, 'EX_cpd00039_e': 0.023996715995835187, 'EX_cpd00011_e': 0.023996715995835187, 'EX_cpd00322_e': 0.023996715995835187, 'EX_cpd00028_e': 0.023996715995835187, 'EX_cpd00066_e': 0.023996715995835187, 'EX_cpd01080_e': 0.023996715995835187, 'EX_cpd00010_e': 0.023996715995835187, 'EX_cpd00264_e': 0.023996715995835187, 'EX_cpd00069_e': 0.023996715995835187, 'EX_cpd00060_e': 0.023996715994073922, 'EX_cpd00305_e': 0.023996715995835187, 'EX_cpd00080_e': 0.023996715993529483}"
L. lactis_gapfilled_90,,,,,"{'EX_cpd00023_e': 0.023996715994290763, 'EX_cpd00027_e': 0.047231899554687796, 'EX_cpd01171_e': 0.023996715994413522, 'EX_cpd00154_e': 0.04723189955468165, 'EX_cpd08306_e': 0.02399671599432112, 'EX_cpd00309_e': 0.047231899554700585, 'EX_cpd00540_e': 0.023996715994264842, 'EX_cpd11597_e': 0.023996715994264842, 'EX_cpd08305_e': 0.023996715994264842, 'EX_cpd00039_e': 0.023996715994264842, 'EX_cpd00011_e': 0.023996715994264842, 'EX_cpd00322_e': 0.023996715994264842, 'EX_cpd00028_e': 0.023996715994264842, 'EX_cpd00066_e': 0.023996715994264842, 'EX_cpd01080_e': 0.023996715994264842, 'EX_cpd00010_e': 0.023996715994264842, 'EX_cpd00264_e': 0.023996715994264842, 'EX_cpd00069_e': 0.023996715994264842, 'EX_cpd00060_e': 0.023996715994264842, 'EX_cpd00305_e': 0.023996715994264842, 'EX_cpd00080_e': 0.02399671599428975}"
