,Bacteroides vulgatus ATCC 8482_0.4.pkl,Lactobacillus plantarum WCFS1_0.4.pkl
B. vulgatus_gapfilled_54,"{'EX_cpd00635_e': 0.9249859409543446, 'EX_cpd00023_e': 0.9249859409396126, 'EX_cpd00224_e': 0.9249859409739719, 'EX_cpd11595_e': 0.9249859409543446, 'EX_cpd01217_e': 0.9249859409556799, 'EX_cpd00027_e': 0.9249859409550883, 'EX_cpd01171_e': 0.9249859409543446, 'EX_cpd00154_e': 0.9249859409566226, 'EX_cpd08306_e': 0.9249859409543446, 'EX_cpd00164_e': 0.9249859409543446, 'EX_cpd00309_e': 0.9249859410488579, 'EX_cpd00280_e': 0.9249859410489756, 'EX_cpd00108_e': 0.9249859410489756, 'EX_cpd00159_e': 0.9249859409740131, 'EX_cpd00540_e': 0.9249859410489756, 'EX_cpd11597_e': 0.9249859410489756, 'EX_cpd08305_e': 0.9249859410489756, 'EX_cpd00396_e': 0.9249859410489756, 'EX_cpd00039_e': 0.9249859410489756, 'EX_cpd00011_e': 0.9249859410489756, 'EX_cpd00322_e': 1.1883133482456005, 'EX_cpd00111_e': 0.9249859410489756, 'EX_cpd00028_e': 0.9249859410489756, 'EX_cpd00066_e': 0.9249859410489756, 'EX_cpd01188_e': 0.9249859410489756, 'EX_cpd00357_e': 0.9249859410149898, 'EX_cpd00136_e': 0.9249859410489756, 'EX_cpd03847_e': 0.9249859410489756, 'EX_cpd01080_e': 0.9249859410489756, 'EX_cpd03422_e': 0.9249859410489756, 'EX_cpd00010_e': 0.9249859410489756, 'EX_cpd00264_e': 0.9249859410746502, 'EX_cpd11606_e': 0.9249859410746502, 'EX_cpd00069_e': 0.9249859410489756, 'EX_cpd00060_e': 0.9249859410489756, 'EX_cpd00305_e': 0.9249859410746502}",
B. vulgatus_gapfilled_55,"{'EX_cpd00635_e': 0.1960454301076329, 'EX_cpd00023_e': 0.19604543010906475, 'EX_cpd00224_e': 0.19604543011087816, 'EX_cpd11595_e': 0.1960454301076329, 'EX_cpd01217_e': 0.19604543008462183, 'EX_cpd00027_e': 0.19604543010759415, 'EX_cpd01171_e': 0.1960454301075274, 'EX_cpd00154_e': 0.1960454301075274, 'EX_cpd08306_e': 0.1960454301075274, 'EX_cpd00164_e': 0.1960454301075274, 'EX_cpd00309_e': 0.1960454301075274, 'EX_cpd00280_e': 0.1960454301075274, 'EX_cpd00108_e': 0.1960454301075274, 'EX_cpd00159_e': 0.19604543012296405, 'EX_cpd00540_e': 0.1960454301075274, 'EX_cpd11597_e': 0.1960454301075274, 'EX_cpd08305_e': 0.1960454301075274, 'EX_cpd00396_e': 0.1960454301075274, 'EX_cpd00039_e': 0.1960454301075274, 'EX_cpd00011_e': 0.1960454301075274, 'EX_cpd00322_e': 0.1960454301076984, 'EX_cpd00111_e': 0.1960454301075274, 'EX_cpd00028_e': 0.1960454301075274, 'EX_cpd00066_e': 0.1960454301075274, 'EX_cpd01188_e': 0.1960454301075274, 'EX_cpd00357_e': 0.19604543012296405, 'EX_cpd00136_e': 0.1960454301075274, 'EX_cpd03847_e': 0.1960454301075274, 'EX_cpd01080_e': 0.4183878883826235, 'EX_cpd03422_e': 0.1960454301075274, 'EX_cpd00010_e': 0.1960454301075274, 'EX_cpd00264_e': 0.1960454301076984, 'EX_cpd11606_e': 0.1960454301076984, 'EX_cpd00069_e': 0.1960454301075274, 'EX_cpd00060_e': 0.1960454301075274, 'EX_cpd00305_e': 0.1960454301076984}",
B. vulgatus_gapfilled_56,"{'EX_cpd00635_e': 0.11487771693763946, 'EX_cpd00023_e': 0.11487771693776268, 'EX_cpd00224_e': 0.11487771693767175, 'EX_cpd11595_e': 0.11487771693763946, 'EX_cpd01217_e': 0.11487771693776506, 'EX_cpd00027_e': 0.11487771693763946, 'EX_cpd01171_e': 0.11487771693763946, 'EX_cpd00154_e': 0.11487771693763946, 'EX_cpd08306_e': 0.11487771693763946, 'EX_cpd00164_e': 0.11487771693763946, 'EX_cpd00309_e': 0.11487771693763946, 'EX_cpd00280_e': 0.11487771693763946, 'EX_cpd00108_e': 0.11487771693763946, 'EX_cpd00159_e': 0.1148777169381407, 'EX_cpd00540_e': 0.11487771693763946, 'EX_cpd11597_e': 0.11487771693763946, 'EX_cpd08305_e': 0.11487771693763946, 'EX_cpd00396_e': 0.11487771693763946, 'EX_cpd00039_e': 0.11487771693763946, 'EX_cpd00011_e': 0.11487771693763946, 'EX_cpd00322_e': 0.11487771693762375, 'EX_cpd00111_e': 0.11487771693762375, 'EX_cpd00028_e': 0.11487771693763946, 'EX_cpd00066_e': 0.11487771693762375, 'EX_cpd01188_e': 0.11487771693763946, 'EX_cpd00357_e': 0.11487771693721717, 'EX_cpd00136_e': 0.11487771693763946, 'EX_cpd03847_e': 2.6966217948708677, 'EX_cpd01080_e': 0.11487771693762375, 'EX_cpd03422_e': 0.11487771693763946, 'EX_cpd00010_e': 0.11487771693763946, 'EX_cpd00264_e': 0.11487771693762375, 'EX_cpd11606_e': 0.11487771693762375, 'EX_cpd00069_e': 0.11487771693763946, 'EX_cpd00060_e': 0.11487771693763946, 'EX_cpd00305_e': 0.11487771693762375}",
B. vulgatus_gapfilled_57,"{'EX_cpd00635_e': 0.11241077638252912, 'EX_cpd00023_e': 0.11241077638401721, 'EX_cpd00224_e': 0.11241077638370323, 'EX_cpd11595_e': 0.11241077638252912, 'EX_cpd01217_e': 0.11241077638371638, 'EX_cpd00027_e': 0.11241077638268603, 'EX_cpd01171_e': 0.11241077638252912, 'EX_cpd00154_e': 0.1124107763839657, 'EX_cpd08306_e': 0.1124107763839217, 'EX_cpd00164_e': 0.1124107763839217, 'EX_cpd00309_e': 0.1124107763839217, 'EX_cpd00280_e': 0.1124107763839217, 'EX_cpd00108_e': 0.1124107763839217, 'EX_cpd00159_e': 0.11241077638282047, 'EX_cpd00540_e': 0.1124107763839217, 'EX_cpd11597_e': 0.1124107763839217, 'EX_cpd08305_e': 0.1124107763839217, 'EX_cpd00396_e': 0.1124107763839217, 'EX_cpd00039_e': 0.1124107763839217, 'EX_cpd00011_e': 0.1124107763839217, 'EX_cpd00322_e': 0.11241077638331815, 'EX_cpd00111_e': 0.11241077638331906, 'EX_cpd00028_e': 0.1124107763839217, 'EX_cpd00066_e': 0.11241077638331906, 'EX_cpd01188_e': 0.1124107763839217, 'EX_cpd00357_e': 0.11241077638282047, 'EX_cpd00136_e': 0.1124107763839217, 'EX_cpd03847_e': 0.4626869639018025, 'EX_cpd01080_e': 0.11241077638331906, 'EX_cpd03422_e': 0.1124107763839217, 'EX_cpd00010_e': 0.1124107763839217, 'EX_cpd00264_e': 0.11241077638331906, 'EX_cpd11606_e': 0.11241077638331906, 'EX_cpd00069_e': 0.1124107763839217, 'EX_cpd00060_e': 0.1124107763839217, 'EX_cpd00305_e': 0.11241077638331906}",
B. vulgatus_gapfilled_58,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964505105, 'EX_cpd00224_e': 0.9016601964505105, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964505105, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964505105, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.6966217948718305, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}",
B. vulgatus_gapfilled_59,"{'EX_cpd00635_e': 1.1883133482466046, 'EX_cpd00023_e': 1.188313348245614, 'EX_cpd00224_e': 1.1883133482456136, 'EX_cpd11595_e': 1.1883133482466046, 'EX_cpd01217_e': 1.1883133482456134, 'EX_cpd00027_e': 1.1883133482528752, 'EX_cpd01171_e': 1.1883133482272776, 'EX_cpd00154_e': 1.1883133482272776, 'EX_cpd08306_e': 1.1883133482272776, 'EX_cpd00164_e': 1.1883133482272776, 'EX_cpd00309_e': 1.1883133482466046, 'EX_cpd00280_e': 1.1883133482466046, 'EX_cpd00108_e': 1.1883133482466046, 'EX_cpd00159_e': 1.188313348243082, 'EX_cpd00540_e': 1.1883133482466046, 'EX_cpd11597_e': 1.1883133482466046, 'EX_cpd08305_e': 1.1883133482466046, 'EX_cpd00396_e': 1.1883133482466046, 'EX_cpd00039_e': 1.1883133482466046, 'EX_cpd00011_e': 1.1883133482445438, 'EX_cpd00322_e': 1.1883133482466046, 'EX_cpd00111_e': 1.1883133482461539, 'EX_cpd00028_e': 1.1883133482461539, 'EX_cpd00066_e': 1.1883133482461539, 'EX_cpd01188_e': 2.696621794869643, 'EX_cpd00357_e': 1.1883133482453765, 'EX_cpd00136_e': 1.1883133482461539, 'EX_cpd03847_e': 1.1883133482461539, 'EX_cpd01080_e': 1.1883133482461539, 'EX_cpd03422_e': 1.1883133482461539, 'EX_cpd00010_e': 1.1883133482461539, 'EX_cpd00264_e': 1.1883133482466046, 'EX_cpd11606_e': 1.1883133482466046, 'EX_cpd00069_e': 1.1883133482461539, 'EX_cpd00060_e': 1.1883133482461539, 'EX_cpd00305_e': 1.1883133482466046}",
B. vulgatus_gapfilled_60,"{'EX_cpd00635_e': 0.4311086528229617, 'EX_cpd00023_e': 0.4311086527650014, 'EX_cpd00224_e': 0.43110865283000793, 'EX_cpd11595_e': 0.4311086528229617, 'EX_cpd01217_e': 0.43110865282642497, 'EX_cpd00027_e': 0.4311086528229617, 'EX_cpd01171_e': 0.4311086528229617, 'EX_cpd00154_e': 0.43110865282466737, 'EX_cpd08306_e': 0.4311086528229617, 'EX_cpd00164_e': 0.4311086528229617, 'EX_cpd00309_e': 0.4311086528229617, 'EX_cpd00280_e': 0.4311086528229617, 'EX_cpd00108_e': 0.4311086528229617, 'EX_cpd00159_e': 0.4311086527952762, 'EX_cpd00540_e': 0.4311086528229617, 'EX_cpd11597_e': 0.4311086528229617, 'EX_cpd08305_e': 0.4311086528229617, 'EX_cpd00396_e': 0.4311086528229617, 'EX_cpd00039_e': 0.4311086528229617, 'EX_cpd00011_e': 0.43110865282331223, 'EX_cpd00322_e': 0.43110865283798544, 'EX_cpd00111_e': 0.4311086528389478, 'EX_cpd00028_e': 0.4311086528389478, 'EX_cpd00066_e': 0.4311086528389478, 'EX_cpd01188_e': 0.4311086528389478, 'EX_cpd00357_e': 0.43110865269383486, 'EX_cpd00136_e': 0.4311086528389478, 'EX_cpd03847_e': 0.4311086528389478, 'EX_cpd01080_e': 0.44665878396144715, 'EX_cpd03422_e': 0.4311086528389478, 'EX_cpd00010_e': 0.4311086528389478, 'EX_cpd00264_e': 0.4311086528380571, 'EX_cpd11606_e': 0.4311086528380571, 'EX_cpd00069_e': 0.4311086528389478, 'EX_cpd00060_e': 0.4311086528389478, 'EX_cpd00305_e': 0.4311086528380571}",
B. vulgatus_gapfilled_61,"{'EX_cpd00635_e': 0.43110865309119484, 'EX_cpd00023_e': 0.43110865279271793, 'EX_cpd00224_e': 0.43110865279271793, 'EX_cpd11595_e': 0.43110865309119484, 'EX_cpd01217_e': 0.43110865279271793, 'EX_cpd00027_e': 0.43110865309119484, 'EX_cpd01171_e': 0.43110865309119484, 'EX_cpd00154_e': 0.43110865309119484, 'EX_cpd08306_e': 0.43110865309119484, 'EX_cpd00164_e': 0.43110865309119484, 'EX_cpd00309_e': 0.43110865309119484, 'EX_cpd00280_e': 0.43110865309119484, 'EX_cpd00108_e': 0.43110865309119484, 'EX_cpd00159_e': 0.4311086527808192, 'EX_cpd00540_e': 0.43110865309119484, 'EX_cpd11597_e': 0.43110865309119484, 'EX_cpd08305_e': 0.43110865309119484, 'EX_cpd00396_e': 0.43110865309119484, 'EX_cpd00039_e': 0.43110865309119484, 'EX_cpd00011_e': 0.43110865308647306, 'EX_cpd00322_e': 0.4311086529032284, 'EX_cpd00111_e': 0.4311086530908421, 'EX_cpd00028_e': 0.4311086530908421, 'EX_cpd00066_e': 0.4311086530908421, 'EX_cpd01188_e': 0.4311086530908421, 'EX_cpd00357_e': 0.43110865276947963, 'EX_cpd00136_e': 0.4311086530908421, 'EX_cpd03847_e': 0.4311086530908421, 'EX_cpd01080_e': 0.9016601964508094, 'EX_cpd03422_e': 0.4311086530908421, 'EX_cpd00010_e': 0.4311086530908421, 'EX_cpd00264_e': 0.4311086529032284, 'EX_cpd11606_e': 0.4311086529032284, 'EX_cpd00069_e': 0.4311086530908421, 'EX_cpd00060_e': 0.4311086530908421, 'EX_cpd00305_e': 0.4311086529032284}",
B. vulgatus_gapfilled_62,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964529014, 'EX_cpd00224_e': 0.9016601964519336, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964529014, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964529014, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.696621794871883, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}",
B. vulgatus_gapfilled_63,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.901660196450424, 'EX_cpd00224_e': 0.9016601964505818, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964499492, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964505634, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.6966217948717923, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}",
B. vulgatus_gapfilled_64,"{'EX_cpd00635_e': 0.5518410995094999, 'EX_cpd00023_e': 0.551841099509892, 'EX_cpd00224_e': 0.5518410995128352, 'EX_cpd11595_e': 0.5518410995094999, 'EX_cpd01217_e': 0.551841099493478, 'EX_cpd00027_e': 0.5518410995090486, 'EX_cpd01171_e': 0.5518410995106875, 'EX_cpd00154_e': 0.5518410995089872, 'EX_cpd08306_e': 0.5518410995036603, 'EX_cpd00164_e': 0.5518410995036603, 'EX_cpd00309_e': 0.5518410995036603, 'EX_cpd00280_e': 0.551841099497657, 'EX_cpd00108_e': 0.5518410995068226, 'EX_cpd00159_e': 0.5518410995205543, 'EX_cpd00540_e': 0.5518410995068226, 'EX_cpd11597_e': 0.5518410995068226, 'EX_cpd08305_e': 0.5518410995068226, 'EX_cpd00396_e': 0.5518410995068226, 'EX_cpd00039_e': 0.5518410995068226, 'EX_cpd00011_e': 0.5518410995068226, 'EX_cpd00322_e': 0.9016601964483917, 'EX_cpd00111_e': 0.551841099508493, 'EX_cpd00028_e': 0.5518410995068226, 'EX_cpd00066_e': 0.5518410995068226, 'EX_cpd01188_e': 0.5518410995068226, 'EX_cpd00357_e': 0.5518410995172615, 'EX_cpd00136_e': 0.5518410995068226, 'EX_cpd03847_e': 0.5518410995068226, 'EX_cpd01080_e': 0.5518410995068226, 'EX_cpd03422_e': 0.5518410995068226, 'EX_cpd00010_e': 0.5518410995068226, 'EX_cpd00264_e': 0.5518410995153692, 'EX_cpd11606_e': 0.5518410995153692, 'EX_cpd00069_e': 0.5518410995068226, 'EX_cpd00060_e': 0.5518410995201062, 'EX_cpd00305_e': 0.5518410995153692}",
B. vulgatus_gapfilled_65,"{'EX_cpd00635_e': 0.7902507076848555, 'EX_cpd00023_e': 0.7902507077143054, 'EX_cpd00224_e': 0.7902507077143054, 'EX_cpd11595_e': 0.7902507076848555, 'EX_cpd01217_e': 0.7902507077198445, 'EX_cpd00027_e': 0.7902507076848555, 'EX_cpd01171_e': 0.7902507076848555, 'EX_cpd00154_e': 0.7902507076848555, 'EX_cpd08306_e': 0.7902507076848555, 'EX_cpd00164_e': 0.7902507076848555, 'EX_cpd00309_e': 0.7902507076848555, 'EX_cpd00280_e': 0.7902507076848555, 'EX_cpd00108_e': 0.7902507076848555, 'EX_cpd00159_e': 0.7902507076756755, 'EX_cpd00540_e': 0.7902507076848555, 'EX_cpd11597_e': 0.7902507076848555, 'EX_cpd08305_e': 0.7902507076848555, 'EX_cpd00396_e': 0.7902507076848555, 'EX_cpd00039_e': 0.7902507076848555, 'EX_cpd00011_e': 0.7902507076848555, 'EX_cpd00322_e': 2.6966217948717888, 'EX_cpd00111_e': 0.7902507076848555, 'EX_cpd00028_e': 0.7902507082434264, 'EX_cpd00066_e': 0.7902507076848555, 'EX_cpd01188_e': 0.7902507076848555, 'EX_cpd00357_e': 0.7902507076973923, 'EX_cpd00136_e': 0.7902507076848555, 'EX_cpd03847_e': 0.7902507076848555, 'EX_cpd01080_e': 0.7902507076848555, 'EX_cpd03422_e': 0.7902507076848555, 'EX_cpd00010_e': 0.7902507076848555, 'EX_cpd00264_e': 0.7902507076918185, 'EX_cpd11606_e': 0.7902507076918185, 'EX_cpd00069_e': 0.7902507076848555, 'EX_cpd00060_e': 0.7902507076848555, 'EX_cpd00305_e': 0.7902507076918185}",
B. vulgatus_gapfilled_66,"{'EX_cpd00635_e': 0.37351972262519006, 'EX_cpd00023_e': 0.3735197226236652, 'EX_cpd00224_e': 0.37351972262372934, 'EX_cpd11595_e': 0.37351972262519006, 'EX_cpd01217_e': 0.37351972262391, 'EX_cpd00027_e': 0.3735197226245658, 'EX_cpd01171_e': 0.37351972262519006, 'EX_cpd00154_e': 0.3735197226214527, 'EX_cpd08306_e': 0.3735197226253135, 'EX_cpd00164_e': 0.37351972262722466, 'EX_cpd00309_e': 0.37351972262722466, 'EX_cpd00280_e': 0.37351972262722466, 'EX_cpd00108_e': 0.3735197226266527, 'EX_cpd00159_e': 0.3735197226092155, 'EX_cpd00540_e': 0.37351972262722466, 'EX_cpd11597_e': 0.37351972262722466, 'EX_cpd08305_e': 0.37351972262722466, 'EX_cpd00396_e': 0.37351972262722466, 'EX_cpd00039_e': 0.37351972262722466, 'EX_cpd00011_e': 0.37351972262395655, 'EX_cpd00322_e': 0.9016601964504981, 'EX_cpd00111_e': 0.3735197226239411, 'EX_cpd00028_e': 0.3735197226228445, 'EX_cpd00066_e': 0.3735197226239411, 'EX_cpd01188_e': 0.3735197226228445, 'EX_cpd00357_e': 0.373519722627151, 'EX_cpd00136_e': 0.37351972262396693, 'EX_cpd03847_e': 0.3735197226229245, 'EX_cpd01080_e': 0.37351972262300703, 'EX_cpd03422_e': 0.3735197226244319, 'EX_cpd00010_e': 0.3735197226228445, 'EX_cpd00264_e': 0.37351972262393335, 'EX_cpd11606_e': 0.37351972262393335, 'EX_cpd00069_e': 0.3735197226228445, 'EX_cpd00060_e': 0.3735197226244319, 'EX_cpd00305_e': 0.37351972262393335}",
B. vulgatus_gapfilled_67,"{'EX_cpd00635_e': 2.6966217948717923, 'EX_cpd00023_e': 2.696621794861013, 'EX_cpd00224_e': 2.696621794861013, 'EX_cpd11595_e': 2.6966217948717923, 'EX_cpd01217_e': 2.696621794978004, 'EX_cpd00027_e': 2.6966217948717923, 'EX_cpd01171_e': 2.6966217948717923, 'EX_cpd00154_e': 2.6966217948717923, 'EX_cpd08306_e': 2.6966217948717923, 'EX_cpd00164_e': 2.6966217948717923, 'EX_cpd00309_e': 2.6966217948717923, 'EX_cpd00280_e': 2.6966217948717923, 'EX_cpd00108_e': 2.6966217948717923, 'EX_cpd00159_e': 2.6966217948046034, 'EX_cpd00540_e': 2.6966217948717923, 'EX_cpd11597_e': 2.6966217948717923, 'EX_cpd08305_e': 2.6966217948717923, 'EX_cpd00396_e': 2.6966217948717923, 'EX_cpd00039_e': 2.6966217948717923, 'EX_cpd00011_e': 2.6966217948717923, 'EX_cpd00322_e': 2.6966217948835745, 'EX_cpd00111_e': 2.6966217948835745, 'EX_cpd00028_e': 2.6966217948730677, 'EX_cpd00066_e': 2.6966217948835745, 'EX_cpd01188_e': 2.6966217948717923, 'EX_cpd00357_e': 2.6966217948698636, 'EX_cpd00136_e': 2.6966217948730677, 'EX_cpd03847_e': 2.6966217948835745, 'EX_cpd01080_e': 2.6966217948835745, 'EX_cpd03422_e': 2.6966217948835745, 'EX_cpd00010_e': 2.6966217948730677, 'EX_cpd00264_e': 2.6966217948835745, 'EX_cpd11606_e': 2.6966217948835745, 'EX_cpd00069_e': 2.6966217948730677, 'EX_cpd00060_e': 2.6966217948726974, 'EX_cpd00305_e': 2.6966217948835745}",
B. vulgatus_gapfilled_68,"{'EX_cpd00635_e': 0.9016601964472446, 'EX_cpd00023_e': 0.9016601964505968, 'EX_cpd00224_e': 0.901660196450536, 'EX_cpd11595_e': 0.9016601964472446, 'EX_cpd01217_e': 0.9016601964504947, 'EX_cpd00027_e': 0.9016601964484086, 'EX_cpd01171_e': 0.9016601964490949, 'EX_cpd00154_e': 0.9016601964490949, 'EX_cpd08306_e': 0.9016601964490949, 'EX_cpd00164_e': 0.9016601964490949, 'EX_cpd00309_e': 0.9016601964490949, 'EX_cpd00280_e': 0.9016601964490949, 'EX_cpd00108_e': 0.9016601964490949, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.9016601964490949, 'EX_cpd11597_e': 0.9016601964490949, 'EX_cpd08305_e': 0.9016601964490949, 'EX_cpd00396_e': 0.9016601964490949, 'EX_cpd00039_e': 0.9016601964490949, 'EX_cpd00011_e': 0.9016601964490949, 'EX_cpd00322_e': 0.9016601964490949, 'EX_cpd00111_e': 0.9016601964490949, 'EX_cpd00028_e': 0.9016601964490949, 'EX_cpd00066_e': 0.9016601964490949, 'EX_cpd01188_e': 0.9016601964490949, 'EX_cpd00357_e': 2.157297435892094, 'EX_cpd00136_e': 0.9016601964490949, 'EX_cpd03847_e': 0.9016601964490949, 'EX_cpd01080_e': 0.9016601964490949, 'EX_cpd03422_e': 0.9016601964490949, 'EX_cpd00010_e': 0.9016601964490949, 'EX_cpd00264_e': 0.9016601964490949, 'EX_cpd11606_e': 0.9016601964490949, 'EX_cpd00069_e': 0.9016601964490949, 'EX_cpd00060_e': 0.9016601964490949, 'EX_cpd00305_e': 0.9016601964490949}",
B. vulgatus_gapfilled_69,"{'EX_cpd00635_e': 0.9016601964608743, 'EX_cpd00023_e': 0.9016601964474141, 'EX_cpd00224_e': 0.9016601964474141, 'EX_cpd11595_e': 0.9016601964608743, 'EX_cpd01217_e': 0.9016601964475448, 'EX_cpd00027_e': 0.9016601964552081, 'EX_cpd01171_e': 0.9016601964608743, 'EX_cpd00154_e': 0.9016601964423087, 'EX_cpd08306_e': 0.9016601963456778, 'EX_cpd00164_e': 0.901660196365431, 'EX_cpd00309_e': 0.901660196365431, 'EX_cpd00280_e': 0.901660196365431, 'EX_cpd00108_e': 0.901660196365431, 'EX_cpd00159_e': 0.9016601964500683, 'EX_cpd00540_e': 0.901660196365431, 'EX_cpd11597_e': 0.901660196365431, 'EX_cpd08305_e': 0.901660196365431, 'EX_cpd00396_e': 0.901660196365431, 'EX_cpd00039_e': 0.901660196365431, 'EX_cpd00011_e': 0.901660196365431, 'EX_cpd00322_e': 0.901660196365431, 'EX_cpd00111_e': 0.901660196365431, 'EX_cpd00028_e': 0.901660196365431, 'EX_cpd00066_e': 0.901660196365431, 'EX_cpd01188_e': 0.901660196365431, 'EX_cpd00357_e': 2.6966217948714415, 'EX_cpd00136_e': 0.901660196365431, 'EX_cpd03847_e': 0.901660196365431, 'EX_cpd01080_e': 0.901660196365431, 'EX_cpd03422_e': 0.901660196365431, 'EX_cpd00010_e': 0.901660196365431, 'EX_cpd00264_e': 0.901660196365431, 'EX_cpd11606_e': 0.901660196365431, 'EX_cpd00069_e': 0.901660196365431, 'EX_cpd00060_e': 0.901660196365431, 'EX_cpd00305_e': 0.901660196365431}",
