,Bacteroides vulgatus ATCC 8482_0.4.pkl
B. vulgatus_gapfilled_76,"{'EX_cpd00635_e': 0.4311086527985336, 'EX_cpd00023_e': 0.4311086528766715, 'EX_cpd00224_e': 0.4311086528766715, 'EX_cpd11595_e': 0.4311086527985336, 'EX_cpd01217_e': 0.4311086528766715, 'EX_cpd00027_e': 0.4311086527985336, 'EX_cpd01171_e': 0.4311086527985336, 'EX_cpd00154_e': 0.4311086527985336, 'EX_cpd08306_e': 0.4311086527985336, 'EX_cpd00164_e': 0.4311086527985336, 'EX_cpd00309_e': 0.4311086527985336, 'EX_cpd00280_e': 0.43110865287158234, 'EX_cpd00108_e': 0.4311086528680592, 'EX_cpd00159_e': 0.43110865285699806, 'EX_cpd00540_e': 0.4311086528680592, 'EX_cpd11597_e': 0.4311086528680592, 'EX_cpd08305_e': 0.4311086528680592, 'EX_cpd00396_e': 0.4311086528680592, 'EX_cpd00039_e': 0.4311086528680592, 'EX_cpd00011_e': 0.4311086528680592, 'EX_cpd00322_e': 0.4311086526649824, 'EX_cpd00111_e': 0.4311086528680592, 'EX_cpd00028_e': 0.4311086528680592, 'EX_cpd00066_e': 0.4311086528680592, 'EX_cpd01188_e': 0.4311086528680592, 'EX_cpd00357_e': 0.43110865291994194, 'EX_cpd00136_e': 0.4311086528680592, 'EX_cpd03847_e': 0.4311086528680592, 'EX_cpd01080_e': 0.9016601964504943, 'EX_cpd03422_e': 0.4311086528680592, 'EX_cpd00010_e': 0.4311086528680592, 'EX_cpd00264_e': 0.4311086526649824, 'EX_cpd11606_e': 0.4311086526649824, 'EX_cpd00069_e': 0.4311086528680592, 'EX_cpd00060_e': 0.4311086528680592, 'EX_cpd00305_e': 0.4311086526649824}"
B. vulgatus_gapfilled_77,"{'EX_cpd00635_e': 1.0893726765474046, 'EX_cpd00023_e': 1.089372676569094, 'EX_cpd00224_e': 1.089372676569094, 'EX_cpd11595_e': 1.0893726765474046, 'EX_cpd01217_e': 1.089372676569094, 'EX_cpd00027_e': 1.089372676547398, 'EX_cpd01171_e': 1.0893726765472345, 'EX_cpd00154_e': 1.0893726765472345, 'EX_cpd08306_e': 1.0893726765472345, 'EX_cpd00164_e': 1.0893726765472345, 'EX_cpd00309_e': 1.0893726765472345, 'EX_cpd00280_e': 1.0893726765472345, 'EX_cpd00108_e': 1.0893726765472345, 'EX_cpd00159_e': 1.089372676569094, 'EX_cpd00540_e': 1.0893726765472345, 'EX_cpd11597_e': 1.0893726765472345, 'EX_cpd08305_e': 1.0893726765472345, 'EX_cpd00396_e': 1.0893726765472345, 'EX_cpd00039_e': 1.0893726765472345, 'EX_cpd00011_e': 1.0893726765477671, 'EX_cpd00322_e': 2.157297435897525, 'EX_cpd00111_e': 1.0893726765472456, 'EX_cpd00028_e': 1.0893726765474538, 'EX_cpd00066_e': 1.0893726765472456, 'EX_cpd01188_e': 1.0893726765472456, 'EX_cpd00357_e': 1.0893726765474294, 'EX_cpd00136_e': 1.0893726765472456, 'EX_cpd03847_e': 1.0893726765472456, 'EX_cpd01080_e': 1.0893726765310743, 'EX_cpd03422_e': 1.0893726765472456, 'EX_cpd00010_e': 1.0893726765472456, 'EX_cpd00264_e': 1.089372676547401, 'EX_cpd11606_e': 1.089372676547401, 'EX_cpd00069_e': 1.0893726765472456, 'EX_cpd00060_e': 1.0893726765306042, 'EX_cpd00305_e': 1.089372676547401}"
B. vulgatus_gapfilled_78,"{'EX_cpd00635_e': 0.901660196450503, 'EX_cpd00023_e': 0.9016601964504871, 'EX_cpd00224_e': 0.9016601964504332, 'EX_cpd11595_e': 0.901660196450503, 'EX_cpd01217_e': 0.9016601964495827, 'EX_cpd00027_e': 0.9016601964505965, 'EX_cpd01171_e': 0.901660196450503, 'EX_cpd00154_e': 0.901660196450513, 'EX_cpd08306_e': 0.901660196450503, 'EX_cpd00164_e': 0.901660196450503, 'EX_cpd00309_e': 0.901660196450503, 'EX_cpd00280_e': 0.901660196450503, 'EX_cpd00108_e': 0.901660196450503, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.901660196450503, 'EX_cpd11597_e': 0.901660196450503, 'EX_cpd08305_e': 0.901660196450503, 'EX_cpd00396_e': 0.901660196450503, 'EX_cpd00039_e': 0.901660196450503, 'EX_cpd00011_e': 0.9016601964505432, 'EX_cpd00322_e': 0.9016601964519417, 'EX_cpd00111_e': 0.901660196450503, 'EX_cpd00028_e': 0.901660196450503, 'EX_cpd00066_e': 0.901660196450503, 'EX_cpd01188_e': 0.9016601964503965, 'EX_cpd00357_e': 1.1883133482460368, 'EX_cpd00136_e': 0.901660196450503, 'EX_cpd03847_e': 0.901660196450495, 'EX_cpd01080_e': 0.901660196450503, 'EX_cpd03422_e': 0.901660196450503, 'EX_cpd00010_e': 0.901660196450503, 'EX_cpd00264_e': 0.901660196450503, 'EX_cpd11606_e': 0.901660196450503, 'EX_cpd00069_e': 0.901660196450503, 'EX_cpd00060_e': 0.901660196450503, 'EX_cpd00305_e': 0.901660196450503}"
B. vulgatus_gapfilled_79,"{'EX_cpd00635_e': 0.9016601924092387, 'EX_cpd00023_e': 0.9016601964466449, 'EX_cpd00224_e': 0.9016601964294174, 'EX_cpd11595_e': 0.9016601924092387, 'EX_cpd01217_e': 0.9016601964504947, 'EX_cpd00027_e': 0.9016601964510966, 'EX_cpd01171_e': 0.9016601964414899, 'EX_cpd00154_e': 0.9016601963962485, 'EX_cpd08306_e': 0.9016601964130022, 'EX_cpd00164_e': 0.9016601964130022, 'EX_cpd00309_e': 0.9016601964124633, 'EX_cpd00280_e': 0.9016601964130022, 'EX_cpd00108_e': 0.9016601964130022, 'EX_cpd00159_e': 0.901660196440879, 'EX_cpd00540_e': 0.9016601963805296, 'EX_cpd11597_e': 0.9016601964130022, 'EX_cpd08305_e': 0.9016601964130022, 'EX_cpd00396_e': 0.9016601964130022, 'EX_cpd00039_e': 0.9016601964130022, 'EX_cpd00011_e': 0.9016601953055025, 'EX_cpd00322_e': 0.9016602041246534, 'EX_cpd00111_e': 0.9016602000444535, 'EX_cpd00028_e': 0.9016602000444535, 'EX_cpd00066_e': 0.9016602000444535, 'EX_cpd01188_e': 0.9016602000444535, 'EX_cpd00357_e': 1.0248960098870779, 'EX_cpd00136_e': 0.9016602000444535, 'EX_cpd03847_e': 0.9016602000444535, 'EX_cpd01080_e': 0.9016602000444535, 'EX_cpd03422_e': 0.9016602000444535, 'EX_cpd00010_e': 0.9016602000444535, 'EX_cpd00264_e': 0.9016602000570748, 'EX_cpd11606_e': 0.9016602000570748, 'EX_cpd00069_e': 0.9016602000444535, 'EX_cpd00060_e': 0.9016602000444535, 'EX_cpd00305_e': 0.9016602000570748}"
B. vulgatus_gapfilled_8,"{'EX_cpd00635_e': 0.10496449638942984, 'EX_cpd00023_e': 0.10496449638894213, 'EX_cpd00224_e': 0.10496449638894213, 'EX_cpd11595_e': 0.10496449638942984, 'EX_cpd01217_e': 0.10496449638956618, 'EX_cpd00027_e': 0.10496449638964131, 'EX_cpd01171_e': 0.10496449638942984, 'EX_cpd00154_e': 0.10496449638942984, 'EX_cpd08306_e': 0.10496449638942984, 'EX_cpd00164_e': 0.10496449638942984, 'EX_cpd00309_e': 0.10496449638942984, 'EX_cpd00280_e': 0.10496449638942984, 'EX_cpd00108_e': 0.10496449638942984, 'EX_cpd00159_e': 0.10496449638936979, 'EX_cpd00540_e': 0.10496449638942984, 'EX_cpd11597_e': 0.10496449638942984, 'EX_cpd08305_e': 0.10496449638942984, 'EX_cpd00396_e': 0.10496449638942984, 'EX_cpd00039_e': 0.16005568918009128, 'EX_cpd00011_e': 0.10496449638975225, 'EX_cpd00322_e': 0.11006746743878015, 'EX_cpd00111_e': 0.10496449638975225, 'EX_cpd00028_e': 0.10496449638975225, 'EX_cpd00066_e': 0.10496449638975225, 'EX_cpd01188_e': 0.10496449638975225, 'EX_cpd00357_e': 0.10496449638947589, 'EX_cpd00136_e': 0.10496449638975225, 'EX_cpd03847_e': 0.10496449638975225, 'EX_cpd01080_e': 0.10496449638975225, 'EX_cpd03422_e': 0.10496449638975225, 'EX_cpd00010_e': 0.10496449638975225, 'EX_cpd00264_e': 0.1049644963895978, 'EX_cpd11606_e': 0.1049644963895978, 'EX_cpd00069_e': 0.10496449638975225, 'EX_cpd00060_e': 0.10496449638975225, 'EX_cpd00305_e': 0.1049644963895978}"
B. vulgatus_gapfilled_80,"{'EX_cpd00635_e': 2.6966217948717803, 'EX_cpd00023_e': 2.696621794871813, 'EX_cpd00224_e': 2.696621794871813, 'EX_cpd11595_e': 2.6966217948717803, 'EX_cpd01217_e': 2.696621794871813, 'EX_cpd00027_e': 2.696621794871804, 'EX_cpd01171_e': 2.6966217948717803, 'EX_cpd00154_e': 2.6966217948717803, 'EX_cpd08306_e': 2.6966217948717803, 'EX_cpd00164_e': 2.6966217948717803, 'EX_cpd00309_e': 2.6966217948717803, 'EX_cpd00280_e': 2.6966217948717803, 'EX_cpd00108_e': 2.6966217948717803, 'EX_cpd00159_e': 2.6966217949078723, 'EX_cpd00540_e': 2.6966217948717803, 'EX_cpd11597_e': 2.6966217948717803, 'EX_cpd08305_e': 2.6966217948717803, 'EX_cpd00396_e': 2.6966217948717803, 'EX_cpd00039_e': 2.6966217948717803, 'EX_cpd00011_e': 2.6966217948717803, 'EX_cpd00322_e': 2.696621794871962, 'EX_cpd00111_e': 2.696621794871962, 'EX_cpd00028_e': 2.6966217948717177, 'EX_cpd00066_e': 2.696621794871962, 'EX_cpd01188_e': 2.6966217948717803, 'EX_cpd00357_e': 2.696621794871809, 'EX_cpd00136_e': 2.696621794871794, 'EX_cpd03847_e': 2.696621794871962, 'EX_cpd01080_e': 2.696621794871962, 'EX_cpd03422_e': 2.696621794871962, 'EX_cpd00010_e': 2.6966217948717177, 'EX_cpd00264_e': 2.696621794871962, 'EX_cpd11606_e': 2.696621794871962, 'EX_cpd00069_e': 2.6966217948717177, 'EX_cpd00060_e': 2.696621794871962, 'EX_cpd00305_e': 2.696621794871962}"
B. vulgatus_gapfilled_81,"{'EX_cpd00635_e': 0.2810160806670395, 'EX_cpd00023_e': 0.28101608066668715, 'EX_cpd00224_e': 0.28101608066668715, 'EX_cpd11595_e': 0.2810160806670395, 'EX_cpd01217_e': 0.28101608066668715, 'EX_cpd00027_e': 0.2810160806670395, 'EX_cpd01171_e': 0.2810160806670395, 'EX_cpd00154_e': 0.2810160806670395, 'EX_cpd08306_e': 0.2810160806670395, 'EX_cpd00164_e': 0.2810160806670395, 'EX_cpd00309_e': 0.2810160806670395, 'EX_cpd00280_e': 0.28101608066695394, 'EX_cpd00108_e': 0.28101608066697537, 'EX_cpd00159_e': 0.28101608066662587, 'EX_cpd00540_e': 0.28101608066697537, 'EX_cpd11597_e': 0.28101608066697537, 'EX_cpd08305_e': 0.28101608066697537, 'EX_cpd00396_e': 0.28101608066697537, 'EX_cpd00039_e': 0.28101608066697537, 'EX_cpd00011_e': 0.28101608066697537, 'EX_cpd00322_e': 0.30800630929423833, 'EX_cpd00111_e': 0.28101608066697537, 'EX_cpd00028_e': 0.28101608066697537, 'EX_cpd00066_e': 0.28101608066697537, 'EX_cpd01188_e': 0.28101608066697537, 'EX_cpd00357_e': 0.28101608066558936, 'EX_cpd00136_e': 0.28101608066697537, 'EX_cpd03847_e': 0.28101608066627004, 'EX_cpd01080_e': 0.28101608066691125, 'EX_cpd03422_e': 0.28101608066697537, 'EX_cpd00010_e': 0.28101608066697537, 'EX_cpd00264_e': 0.28101608066741185, 'EX_cpd11606_e': 0.28101608066741185, 'EX_cpd00069_e': 0.28101608066697537, 'EX_cpd00060_e': 0.28101608066697537, 'EX_cpd00305_e': 0.28101608066741185}"
B. vulgatus_gapfilled_82,"{'EX_cpd00635_e': 0.13557798301118715, 'EX_cpd00023_e': 0.13557798301012905, 'EX_cpd00224_e': 0.13557798301642235, 'EX_cpd11595_e': 0.13557798301118715, 'EX_cpd01217_e': 0.13557798301108878, 'EX_cpd00027_e': 0.13557798301118715, 'EX_cpd01171_e': 0.13557798301118715, 'EX_cpd00154_e': 0.13557798301118715, 'EX_cpd08306_e': 0.13557798301118715, 'EX_cpd00164_e': 0.13557798301118715, 'EX_cpd00309_e': 0.13557798301118715, 'EX_cpd00280_e': 0.13557798301118715, 'EX_cpd00108_e': 0.13557798301118715, 'EX_cpd00159_e': 0.13557798301108878, 'EX_cpd00540_e': 0.1355779830116619, 'EX_cpd11597_e': 0.13557798301118715, 'EX_cpd08305_e': 0.13557798301118715, 'EX_cpd00396_e': 0.13557798301118715, 'EX_cpd00039_e': 0.13557798301118715, 'EX_cpd00011_e': 0.13557798301118715, 'EX_cpd00322_e': 0.1355779830110887, 'EX_cpd00111_e': 0.1355779830110887, 'EX_cpd00028_e': 0.13557798301118715, 'EX_cpd00066_e': 0.1355779830110887, 'EX_cpd01188_e': 0.13557798301118715, 'EX_cpd00357_e': 0.13557798301108878, 'EX_cpd00136_e': 0.13557798301118715, 'EX_cpd03847_e': 0.9016601964504944, 'EX_cpd01080_e': 0.1355779830110887, 'EX_cpd03422_e': 0.13557798301118715, 'EX_cpd00010_e': 0.13557798301118715, 'EX_cpd00264_e': 0.1355779830110887, 'EX_cpd11606_e': 0.1355779830110887, 'EX_cpd00069_e': 0.13557798301118715, 'EX_cpd00060_e': 0.13557798301118715, 'EX_cpd00305_e': 0.1355779830110887}"
B. vulgatus_gapfilled_83,"{'EX_cpd00635_e': 1.1883133482450892, 'EX_cpd00023_e': 1.188313348244531, 'EX_cpd00224_e': 1.1883133482456145, 'EX_cpd11595_e': 1.1883133482450892, 'EX_cpd01217_e': 1.188313348248327, 'EX_cpd00027_e': 1.188313348244511, 'EX_cpd01171_e': 1.1883133482450892, 'EX_cpd00154_e': 1.188313348245561, 'EX_cpd08306_e': 1.1883133482455752, 'EX_cpd00164_e': 1.1883133482455752, 'EX_cpd00309_e': 1.1883133482459414, 'EX_cpd00280_e': 1.1883133482455592, 'EX_cpd00108_e': 1.1883133482455592, 'EX_cpd00159_e': 1.188313348245614, 'EX_cpd00540_e': 1.1883133482455592, 'EX_cpd11597_e': 1.1883133482455592, 'EX_cpd08305_e': 1.1883133482455592, 'EX_cpd00396_e': 1.1883133482455592, 'EX_cpd00039_e': 1.1883133482455592, 'EX_cpd00011_e': 1.188313348245504, 'EX_cpd00322_e': 1.1883133482456143, 'EX_cpd00111_e': 1.188313348245614, 'EX_cpd00028_e': 1.188313348245488, 'EX_cpd00066_e': 1.188313348245614, 'EX_cpd01188_e': 1.2851224760942974, 'EX_cpd00357_e': 1.1883133482443513, 'EX_cpd00136_e': 1.188313348245488, 'EX_cpd03847_e': 1.188313348245614, 'EX_cpd01080_e': 1.188313348245614, 'EX_cpd03422_e': 1.188313348245488, 'EX_cpd00010_e': 1.188313348245488, 'EX_cpd00264_e': 1.1883133482456143, 'EX_cpd11606_e': 1.1883133482456143, 'EX_cpd00069_e': 1.188313348245488, 'EX_cpd00060_e': 1.1883133482454826, 'EX_cpd00305_e': 1.1883133482456143}"
B. vulgatus_gapfilled_84,"{'EX_cpd00635_e': 0.9016601964505014, 'EX_cpd00023_e': 0.9016601964097765, 'EX_cpd00224_e': 0.901660196450534, 'EX_cpd11595_e': 0.9016601964505014, 'EX_cpd01217_e': 0.9016601964505322, 'EX_cpd00027_e': 0.9016601964504944, 'EX_cpd01171_e': 0.9016601964504924, 'EX_cpd00154_e': 0.9016601964504924, 'EX_cpd08306_e': 0.9016601964504924, 'EX_cpd00164_e': 0.9016601964504924, 'EX_cpd00309_e': 0.9016601964504924, 'EX_cpd00280_e': 0.9016601964504924, 'EX_cpd00108_e': 0.9016601964504924, 'EX_cpd00159_e': 0.9016601964456428, 'EX_cpd00540_e': 0.9016601964504924, 'EX_cpd11597_e': 0.9016601964504924, 'EX_cpd08305_e': 0.9016601964504924, 'EX_cpd00396_e': 0.9016601964504924, 'EX_cpd00039_e': 0.9016601964504924, 'EX_cpd00011_e': 0.9016601964498587, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504979, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504979, 'EX_cpd00357_e': 1.024896009860475, 'EX_cpd00136_e': 0.9016601964504979, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504979, 'EX_cpd00010_e': 0.9016601964504979, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504979, 'EX_cpd00060_e': 0.9016601964504979, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_85,"{'EX_cpd00635_e': 0.9016601964505377, 'EX_cpd00023_e': 0.901660196450424, 'EX_cpd00224_e': 0.901660196450424, 'EX_cpd11595_e': 0.9016601964505377, 'EX_cpd01217_e': 0.901660196450424, 'EX_cpd00027_e': 0.9016601964505822, 'EX_cpd01171_e': 0.9016601964505526, 'EX_cpd00154_e': 0.9016601964505476, 'EX_cpd08306_e': 0.9016601964505476, 'EX_cpd00164_e': 0.9016601964505476, 'EX_cpd00309_e': 0.9016601964505476, 'EX_cpd00280_e': 0.9016601964505476, 'EX_cpd00108_e': 0.9016601964505476, 'EX_cpd00159_e': 0.9016601964511416, 'EX_cpd00540_e': 0.9016601964505476, 'EX_cpd11597_e': 0.9016601964505476, 'EX_cpd08305_e': 0.9016601964505476, 'EX_cpd00396_e': 0.9016601964505476, 'EX_cpd00039_e': 0.9016601964505476, 'EX_cpd00011_e': 0.9016601964505476, 'EX_cpd00322_e': 0.9016601964505476, 'EX_cpd00111_e': 0.9016601964505476, 'EX_cpd00028_e': 0.9016601964505476, 'EX_cpd00066_e': 0.9016601964505476, 'EX_cpd01188_e': 0.9016601964505476, 'EX_cpd00357_e': 2.6966217948731326, 'EX_cpd00136_e': 0.9016601964505476, 'EX_cpd03847_e': 0.9016601964505476, 'EX_cpd01080_e': 0.9016601964505476, 'EX_cpd03422_e': 0.9016601964505476, 'EX_cpd00010_e': 0.9016601964505476, 'EX_cpd00264_e': 0.9016601964505476, 'EX_cpd11606_e': 0.9016601964505476, 'EX_cpd00069_e': 0.9016601964505476, 'EX_cpd00060_e': 0.9016601964505476, 'EX_cpd00305_e': 0.9016601964505476}"
B. vulgatus_gapfilled_86,"{'EX_cpd00635_e': 0.4626869639889029, 'EX_cpd00023_e': 0.4626869639035423, 'EX_cpd00224_e': 0.46268696390774405, 'EX_cpd11595_e': 0.4626869639889029, 'EX_cpd01217_e': 0.4626869639042227, 'EX_cpd00027_e': 0.4626869639889029, 'EX_cpd01171_e': 0.4626869639889029, 'EX_cpd00154_e': 0.46268696390335184, 'EX_cpd08306_e': 0.46268696390335184, 'EX_cpd00164_e': 0.46268696390335184, 'EX_cpd00309_e': 0.46268696390335184, 'EX_cpd00280_e': 0.46268696390335184, 'EX_cpd00108_e': 0.46268696390335184, 'EX_cpd00159_e': 0.4626869639125429, 'EX_cpd00540_e': 0.46268696390335184, 'EX_cpd11597_e': 0.46268696390335184, 'EX_cpd08305_e': 0.46268696390335184, 'EX_cpd00396_e': 0.46268696390335184, 'EX_cpd00039_e': 0.46268696390335184, 'EX_cpd00011_e': 0.4626869639187459, 'EX_cpd00322_e': 1.1883133482450772, 'EX_cpd00111_e': 0.4626869639119158, 'EX_cpd00028_e': 0.4626869639119158, 'EX_cpd00066_e': 0.4626869639119158, 'EX_cpd01188_e': 0.4626869639119158, 'EX_cpd00357_e': 0.462686963898755, 'EX_cpd00136_e': 0.4626869639119158, 'EX_cpd03847_e': 0.4626869639119158, 'EX_cpd01080_e': 0.4626869639119158, 'EX_cpd03422_e': 0.4626869639119158, 'EX_cpd00010_e': 0.4626869639119158, 'EX_cpd00264_e': 0.46268696391251296, 'EX_cpd11606_e': 0.46268696391251296, 'EX_cpd00069_e': 0.4626869639119158, 'EX_cpd00060_e': 0.4626869639119158, 'EX_cpd00305_e': 0.46268696391251296}"
B. vulgatus_gapfilled_87,"{'EX_cpd00635_e': 0.3080063090507727, 'EX_cpd00023_e': 0.30800630904357595, 'EX_cpd00224_e': 0.30800630904357595, 'EX_cpd11595_e': 0.3080063090507727, 'EX_cpd01217_e': 0.3080063094694493, 'EX_cpd00027_e': 0.3080063090507727, 'EX_cpd01171_e': 0.3080063090507727, 'EX_cpd00154_e': 0.3080063090507727, 'EX_cpd08306_e': 0.3080063090507727, 'EX_cpd00164_e': 0.3080063090507727, 'EX_cpd00309_e': 0.3080063090507727, 'EX_cpd00280_e': 0.3080063090507727, 'EX_cpd00108_e': 0.3080063090507727, 'EX_cpd00159_e': 0.30800630869436846, 'EX_cpd00540_e': 0.3080063090507727, 'EX_cpd11597_e': 0.3080063090507727, 'EX_cpd08305_e': 0.3080063090507727, 'EX_cpd00396_e': 0.3080063090461502, 'EX_cpd00039_e': 0.3080063090507727, 'EX_cpd00011_e': 0.3080063090507727, 'EX_cpd00322_e': 0.30800630899873704, 'EX_cpd00111_e': 0.3080063090507727, 'EX_cpd00028_e': 0.3080063090507727, 'EX_cpd00066_e': 0.3080063090507727, 'EX_cpd01188_e': 0.3080063090507727, 'EX_cpd00357_e': 0.30800630869436846, 'EX_cpd00136_e': 0.3080063090507727, 'EX_cpd03847_e': 0.3080063090507727, 'EX_cpd01080_e': 0.9016601964557077, 'EX_cpd03422_e': 0.3080063090507727, 'EX_cpd00010_e': 0.3080063090507727, 'EX_cpd00264_e': 0.3080063089956393, 'EX_cpd11606_e': 0.3080063089956393, 'EX_cpd00069_e': 0.3080063090507727, 'EX_cpd00060_e': 0.3080063090507727, 'EX_cpd00305_e': 0.3080063089956393}"
B. vulgatus_gapfilled_88,"{'EX_cpd00635_e': 0.25634585483022565, 'EX_cpd00023_e': 0.25634585483047767, 'EX_cpd00224_e': 0.25634585483047767, 'EX_cpd11595_e': 0.25634585483022565, 'EX_cpd01217_e': 0.25634585483047767, 'EX_cpd00027_e': 0.25634585483022565, 'EX_cpd01171_e': 0.25634585483022565, 'EX_cpd00154_e': 0.25634585483022565, 'EX_cpd08306_e': 0.25634585483022565, 'EX_cpd00164_e': 0.25634585483022565, 'EX_cpd00309_e': 0.25634585483022565, 'EX_cpd00280_e': 0.25634585483022565, 'EX_cpd00108_e': 0.25634585483573175, 'EX_cpd00159_e': 0.2563458548295441, 'EX_cpd00540_e': 0.25634585483573175, 'EX_cpd11597_e': 0.25634585483573175, 'EX_cpd08305_e': 0.25634585483573175, 'EX_cpd00396_e': 0.25634585483573175, 'EX_cpd00039_e': 0.25634585483573175, 'EX_cpd00011_e': 0.25634585483573175, 'EX_cpd00322_e': 0.7981460224816586, 'EX_cpd00111_e': 0.25634585483573175, 'EX_cpd00028_e': 0.25634585483431077, 'EX_cpd00066_e': 0.25634585483573175, 'EX_cpd01188_e': 0.25634585483573175, 'EX_cpd00357_e': 0.25634585483043537, 'EX_cpd00136_e': 0.25634585483573175, 'EX_cpd03847_e': 0.25634585483573175, 'EX_cpd01080_e': 0.25634585483573175, 'EX_cpd03422_e': 0.25634585483573175, 'EX_cpd00010_e': 0.25634585483573175, 'EX_cpd00264_e': 0.2563458548307164, 'EX_cpd11606_e': 0.2563458548307164, 'EX_cpd00069_e': 0.25634585483573175, 'EX_cpd00060_e': 0.25634585494318957, 'EX_cpd00305_e': 0.2563458548307164}"
B. vulgatus_gapfilled_89,"{'EX_cpd00635_e': 1.188313348245628, 'EX_cpd00023_e': 1.1883133482457504, 'EX_cpd00224_e': 1.188313348245402, 'EX_cpd11595_e': 1.188313348245628, 'EX_cpd01217_e': 1.1883133482460284, 'EX_cpd00027_e': 1.1883133482453327, 'EX_cpd01171_e': 1.188313348245628, 'EX_cpd00154_e': 1.1883133482455615, 'EX_cpd08306_e': 1.188313348245628, 'EX_cpd00164_e': 1.188313348245628, 'EX_cpd00309_e': 1.1883133482434833, 'EX_cpd00280_e': 1.1883133482455914, 'EX_cpd00108_e': 1.1883133482455914, 'EX_cpd00159_e': 1.1883133482455213, 'EX_cpd00540_e': 1.188313348251744, 'EX_cpd11597_e': 1.1883133482455914, 'EX_cpd08305_e': 1.1883133482455914, 'EX_cpd00396_e': 1.1883133482455914, 'EX_cpd00039_e': 1.1883133482455914, 'EX_cpd00011_e': 1.1883133482455914, 'EX_cpd00322_e': 1.188313348248768, 'EX_cpd00111_e': 1.1883133482585222, 'EX_cpd00028_e': 1.1883133482453112, 'EX_cpd00066_e': 1.188313348243997, 'EX_cpd01188_e': 2.6966217948701616, 'EX_cpd00357_e': 1.188313348246294, 'EX_cpd00136_e': 1.1883133482453112, 'EX_cpd03847_e': 1.1883133482453112, 'EX_cpd01080_e': 1.1883133482479544, 'EX_cpd03422_e': 1.1883133482453112, 'EX_cpd00010_e': 1.1883133482453112, 'EX_cpd00264_e': 1.188313348248768, 'EX_cpd11606_e': 1.188313348248768, 'EX_cpd00069_e': 1.1883133482453112, 'EX_cpd00060_e': 1.1883133482453112, 'EX_cpd00305_e': 1.188313348248768}"
B. vulgatus_gapfilled_9,"{'EX_cpd00635_e': 0.27092822205764006, 'EX_cpd00023_e': 0.27092822205718975, 'EX_cpd00224_e': 0.27092822205718975, 'EX_cpd11595_e': 0.27092822205764006, 'EX_cpd01217_e': 0.2709282220574519, 'EX_cpd00027_e': 0.27092822204535616, 'EX_cpd01171_e': 0.27092822205764006, 'EX_cpd00154_e': 0.27092822205764006, 'EX_cpd08306_e': 0.27092822205764006, 'EX_cpd00164_e': 0.27092822205764006, 'EX_cpd00309_e': 0.27092822205745526, 'EX_cpd00280_e': 0.27092822205745526, 'EX_cpd00108_e': 0.27092822205745526, 'EX_cpd00159_e': 0.2709282220570128, 'EX_cpd00540_e': 0.27092822205745526, 'EX_cpd11597_e': 0.27092822205745526, 'EX_cpd08305_e': 0.27092822205745526, 'EX_cpd00396_e': 0.27092822205745526, 'EX_cpd00039_e': 0.27092822205745526, 'EX_cpd00011_e': 0.27092822205745526, 'EX_cpd00322_e': 0.901660196450347, 'EX_cpd00111_e': 0.27092822205745526, 'EX_cpd00028_e': 0.27092822205745526, 'EX_cpd00066_e': 0.27092822205745526, 'EX_cpd01188_e': 0.27092822205745526, 'EX_cpd00357_e': 0.27092822205856787, 'EX_cpd00136_e': 0.27092822205745526, 'EX_cpd03847_e': 0.27092822205745526, 'EX_cpd01080_e': 0.27092822205745526, 'EX_cpd03422_e': 0.27092822205745526, 'EX_cpd00010_e': 0.27092822205745526, 'EX_cpd00264_e': 0.27092822205725314, 'EX_cpd11606_e': 0.27092822205725314, 'EX_cpd00069_e': 0.27092822205745526, 'EX_cpd00060_e': 0.27092822205745526, 'EX_cpd00305_e': 0.27092822205725314}"
